"ICB_CODE","ICB_NAME","sex","age_group","pop","YEAR"
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Female","81-85",12869,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Female","86-90",13074,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","0-1",10660,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","11-15",30892,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","16-20",32298,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","2-5",22874,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","21-25",32346,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","26-30",32383,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","31-35",34476,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","36-40",32770,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","41-45",30700,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","46-50",28431,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","51-55",31675,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","56-60",31089,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","6-10",30029,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","61-65",26953,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","66-70",21842,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","71-75",19998,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","76-80",17532,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","81-85",10178,2023
"E54000018","NHS Coventry and Warwickshire Integrated Care Board","Male","86-90",7641,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","0-1",6893,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","11-15",22366,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","16-20",19267,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","2-5",15424,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","21-25",18939,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","26-30",21847,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","31-35",25513,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","36-40",24735,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","41-45",24177,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","46-50",24199,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","51-55",29505,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","56-60",30892,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","6-10",21187,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","61-65",27500,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","66-70",25288,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","71-75",24604,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","76-80",21700,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","81-85",13508,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Female","86-90",13510,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","0-1",7234,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","11-15",23968,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","16-20",20873,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","2-5",16187,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","21-25",19723,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","26-30",21478,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","31-35",24018,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","36-40",23463,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","41-45",23040,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","46-50",23287,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","51-55",27751,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","56-60",29569,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","6-10",22516,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","61-65",26732,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","66-70",23059,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","71-75",22916,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","76-80",19373,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","81-85",11161,2023
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board","Male","86-90",8304,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","0-1",8764,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","11-15",28387,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","16-20",25820,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","2-5",18941,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","21-25",27013,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","26-30",29672,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","31-35",32359,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","36-40",31567,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","41-45",29999,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","46-50",30114,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","51-55",36450,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","56-60",38945,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","6-10",27049,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","61-65",36467,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","66-70",33367,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","71-75",33375,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","76-80",30245,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","81-85",18453,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Female","86-90",18846,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","0-1",8781,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","11-15",29635,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","16-20",28317,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","2-5",20127,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","21-25",28178,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","26-30",29216,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","31-35",31175,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","36-40",30439,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","41-45",29167,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","46-50",29013,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","51-55",35081,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","56-60",37011,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","6-10",28465,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","61-65",34369,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","66-70",30824,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","71-75",30574,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","76-80",27098,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","81-85",15551,2023
"E54000022","NHS Norfolk and Waveney Integrated Care Board","Male","86-90",12041,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","0-1",9447,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","11-15",28852,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","16-20",24283,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","2-5",20347,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","21-25",24668,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","26-30",29986,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","31-35",33382,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","36-40",31513,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","41-45",30654,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","46-50",30015,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","51-55",35017,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","56-60",36882,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","6-10",27807,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","61-65",32897,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","66-70",29645,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","71-75",29854,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","76-80",27091,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","81-85",16558,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Female","86-90",16679,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","0-1",9885,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","11-15",30273,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","16-20",27145,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","2-5",21686,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","21-25",27931,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","26-30",29469,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","31-35",31489,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","36-40",30036,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","41-45",29470,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","46-50",28979,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","51-55",33583,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","56-60",34754,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","6-10",28921,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","61-65",31850,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","66-70",27355,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","71-75",27309,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","76-80",23757,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","81-85",13635,2023
"E54000023","NHS Suffolk and North East Essex Integrated Care Board","Male","86-90",10501,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","0-1",12351,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","11-15",34595,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","16-20",26307,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","2-5",26498,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","21-25",28424,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","26-30",35786,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","31-35",41377,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","36-40",41159,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","41-45",38379,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","46-50",33311,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","51-55",33487,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","56-60",31796,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","6-10",34184,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","61-65",27198,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","66-70",22454,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","71-75",20575,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","76-80",16835,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","81-85",10566,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Female","86-90",10629,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","0-1",12979,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","11-15",36426,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","16-20",29467,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","2-5",27590,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","21-25",31075,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","26-30",35063,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","31-35",38448,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","36-40",38638,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","41-45",37246,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","46-50",33207,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","51-55",33483,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","56-60",31484,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","6-10",36055,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","61-65",26530,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","66-70",21046,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","71-75",18243,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","76-80",14525,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","81-85",8245,2023
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board","Male","86-90",6324,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","0-1",16113,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","11-15",49829,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","16-20",37825,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","2-5",35486,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","21-25",38960,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","26-30",45964,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","31-35",55780,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","36-40",57501,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","41-45",57075,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","46-50",51865,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","51-55",53860,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","56-60",51990,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","6-10",47695,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","61-65",43565,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","66-70",35124,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","71-75",33026,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","76-80",29718,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","81-85",19390,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Female","86-90",21571,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","0-1",17030,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","11-15",51875,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","16-20",41084,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","2-5",37648,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","21-25",41141,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","26-30",44317,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","31-35",50025,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","36-40",51026,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","41-45",52893,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","46-50",49986,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","51-55",51269,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","56-60",49983,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","6-10",49643,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","61-65",42246,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","66-70",33295,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","71-75",28987,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","76-80",24783,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","81-85",14382,2023
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board","Male","86-90",12606,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","0-1",12986,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","11-15",37437,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","16-20",30133,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","2-5",28413,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","21-25",30790,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","26-30",38747,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","31-35",44702,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","36-40",43531,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","41-45",41275,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","46-50",39197,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","51-55",42607,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","56-60",42146,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","6-10",36871,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","61-65",35886,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","66-70",30650,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","71-75",30578,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","76-80",27900,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","81-85",17157,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Female","86-90",17411,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","0-1",13605,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","11-15",39570,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","16-20",32563,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","2-5",29320,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","21-25",32053,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","26-30",36297,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","31-35",40071,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","36-40",39744,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","41-45",38864,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","46-50",37656,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","51-55",41343,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","56-60",40587,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","6-10",38873,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","61-65",34950,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","66-70",28232,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","71-75",26740,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","76-80",23445,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","81-85",12810,2023
"E54000026","NHS Mid and South Essex Integrated Care Board","Male","86-90",10066,2023
"E54000027","NHS North West London Integrated Care Board","Female","0-1",24604,2023
"E54000027","NHS North West London Integrated Care Board","Female","11-15",61205,2023
"E54000027","NHS North West London Integrated Care Board","Female","16-20",60173,2023
"E54000027","NHS North West London Integrated Care Board","Female","2-5",46938,2023
"E54000027","NHS North West London Integrated Care Board","Female","21-25",88562,2023
"E54000027","NHS North West London Integrated Care Board","Female","26-30",98662,2023
"E54000027","NHS North West London Integrated Care Board","Female","31-35",91979,2023
"E54000027","NHS North West London Integrated Care Board","Female","36-40",87325,2023
"E54000027","NHS North West London Integrated Care Board","Female","41-45",81533,2023
"E54000027","NHS North West London Integrated Care Board","Female","46-50",72417,2023
"E54000027","NHS North West London Integrated Care Board","Female","51-55",71306,2023
"E54000027","NHS North West London Integrated Care Board","Female","56-60",64644,2023
"E54000027","NHS North West London Integrated Care Board","Female","6-10",59344,2023
"E54000027","NHS North West London Integrated Care Board","Female","61-65",54074,2023
"E54000027","NHS North West London Integrated Care Board","Female","66-70",41685,2023
"E54000027","NHS North West London Integrated Care Board","Female","71-75",34890,2023
"E54000027","NHS North West London Integrated Care Board","Female","76-80",27464,2023
"E54000027","NHS North West London Integrated Care Board","Female","81-85",19409,2023
"E54000027","NHS North West London Integrated Care Board","Female","86-90",18699,2023
"E54000027","NHS North West London Integrated Care Board","Male","0-1",26150,2023
"E54000027","NHS North West London Integrated Care Board","Male","11-15",64415,2023
"E54000027","NHS North West London Integrated Care Board","Male","16-20",66001,2023
"E54000027","NHS North West London Integrated Care Board","Male","2-5",48946,2023
"E54000027","NHS North West London Integrated Care Board","Male","21-25",86083,2023
"E54000027","NHS North West London Integrated Care Board","Male","26-30",94630,2023
"E54000027","NHS North West London Integrated Care Board","Male","31-35",86801,2023
"E54000027","NHS North West London Integrated Care Board","Male","36-40",79084,2023
"E54000027","NHS North West London Integrated Care Board","Male","41-45",75589,2023
"E54000027","NHS North West London Integrated Care Board","Male","46-50",69215,2023
"E54000027","NHS North West London Integrated Care Board","Male","51-55",66498,2023
"E54000027","NHS North West London Integrated Care Board","Male","56-60",60971,2023
"E54000027","NHS North West London Integrated Care Board","Male","6-10",62006,2023
"E54000027","NHS North West London Integrated Care Board","Male","61-65",49507,2023
"E54000027","NHS North West London Integrated Care Board","Male","66-70",37957,2023
"E54000027","NHS North West London Integrated Care Board","Male","71-75",30091,2023
"E54000027","NHS North West London Integrated Care Board","Male","76-80",22064,2023
"E54000027","NHS North West London Integrated Care Board","Male","81-85",14254,2023
"E54000027","NHS North West London Integrated Care Board","Male","86-90",11511,2023
"E54000028","NHS North Central London Integrated Care Board","Female","0-1",15730,2023
"E54000028","NHS North Central London Integrated Care Board","Female","11-15",42582,2023
"E54000028","NHS North Central London Integrated Care Board","Female","16-20",44735,2023
"E54000028","NHS North Central London Integrated Care Board","Female","2-5",31163,2023
"E54000028","NHS North Central London Integrated Care Board","Female","21-25",59350,2023
"E54000028","NHS North Central London Integrated Care Board","Female","26-30",67771,2023
"E54000028","NHS North Central London Integrated Care Board","Female","31-35",63019,2023
"E54000028","NHS North Central London Integrated Care Board","Female","36-40",57662,2023
"E54000028","NHS North Central London Integrated Care Board","Female","41-45",54518,2023
"E54000028","NHS North Central London Integrated Care Board","Female","46-50",48883,2023
"E54000028","NHS North Central London Integrated Care Board","Female","51-55",47633,2023
"E54000028","NHS North Central London Integrated Care Board","Female","56-60",43950,2023
"E54000028","NHS North Central London Integrated Care Board","Female","6-10",40341,2023
"E54000028","NHS North Central London Integrated Care Board","Female","61-65",34963,2023
"E54000028","NHS North Central London Integrated Care Board","Female","66-70",26835,2023
"E54000028","NHS North Central London Integrated Care Board","Female","71-75",23374,2023
"E54000028","NHS North Central London Integrated Care Board","Female","76-80",18835,2023
"E54000028","NHS North Central London Integrated Care Board","Female","81-85",12698,2023
"E54000028","NHS North Central London Integrated Care Board","Female","86-90",13152,2023
"E54000028","NHS North Central London Integrated Care Board","Male","0-1",16635,2023
"E54000028","NHS North Central London Integrated Care Board","Male","11-15",44432,2023
"E54000028","NHS North Central London Integrated Care Board","Male","16-20",44211,2023
"E54000028","NHS North Central London Integrated Care Board","Male","2-5",33019,2023
"E54000028","NHS North Central London Integrated Care Board","Male","21-25",51042,2023
"E54000028","NHS North Central London Integrated Care Board","Male","26-30",60423,2023
"E54000028","NHS North Central London Integrated Care Board","Male","31-35",57175,2023
"E54000028","NHS North Central London Integrated Care Board","Male","36-40",50713,2023
"E54000028","NHS North Central London Integrated Care Board","Male","41-45",48262,2023
"E54000028","NHS North Central London Integrated Care Board","Male","46-50",43853,2023
"E54000028","NHS North Central London Integrated Care Board","Male","51-55",43545,2023
"E54000028","NHS North Central London Integrated Care Board","Male","56-60",39863,2023
"E54000028","NHS North Central London Integrated Care Board","Male","6-10",41795,2023
"E54000028","NHS North Central London Integrated Care Board","Male","61-65",32174,2023
"E54000028","NHS North Central London Integrated Care Board","Male","66-70",23859,2023
"E54000028","NHS North Central London Integrated Care Board","Male","71-75",19372,2023
"E54000028","NHS North Central London Integrated Care Board","Male","76-80",14870,2023
"E54000028","NHS North Central London Integrated Care Board","Male","81-85",9053,2023
"E54000028","NHS North Central London Integrated Care Board","Male","86-90",7645,2023
"E54000029","NHS North East London Integrated Care Board","Female","0-1",27274,2023
"E54000029","NHS North East London Integrated Care Board","Female","11-15",63517,2023
"E54000029","NHS North East London Integrated Care Board","Female","16-20",60633,2023
"E54000029","NHS North East London Integrated Care Board","Female","2-5",51641,2023
"E54000029","NHS North East London Integrated Care Board","Female","21-25",86599,2023
"E54000029","NHS North East London Integrated Care Board","Female","26-30",106700,2023
"E54000029","NHS North East London Integrated Care Board","Female","31-35",101587,2023
"E54000029","NHS North East London Integrated Care Board","Female","36-40",89651,2023
"E54000029","NHS North East London Integrated Care Board","Female","41-45",77103,2023
"E54000029","NHS North East London Integrated Care Board","Female","46-50",63808,2023
"E54000029","NHS North East London Integrated Care Board","Female","51-55",58211,2023
"E54000029","NHS North East London Integrated Care Board","Female","56-60",52452,2023
"E54000029","NHS North East London Integrated Care Board","Female","6-10",63686,2023
"E54000029","NHS North East London Integrated Care Board","Female","61-65",41540,2023
"E54000029","NHS North East London Integrated Care Board","Female","66-70",32182,2023
"E54000029","NHS North East London Integrated Care Board","Female","71-75",26254,2023
"E54000029","NHS North East London Integrated Care Board","Female","76-80",20066,2023
"E54000029","NHS North East London Integrated Care Board","Female","81-85",13669,2023
